#true policy loss value birl, true policy loss value diff brex
0.0332481, 0.0332481
0.0558701, 0.0558701
0.00435192, 0.0258447
0.00288285, 0.00336349
0.00564677, 0.0752178
0.00637379, 0.0157509
0.00851387, 0.0775308
0.0410427, 0.105085
0.0147605, 0.285725
0.0469427, 0.0268496
0.0485873, 0.096864
0.00627489, 0.0117204
0.0406944, 0.0406944
0.00823879, 0.0272983
0.0151949, 0.0575142
0.00312048, 0.0204371
0.00497878, 0.0496554
0.0100072, 0.0100072
0.00787277, 0.00787277
0.0646435, 0.0217402
0.00348835, 0.029304
0.00843252, 0.13092
0.00500958, 0.0201303
0.00233964, 0.0510479
0.00431056, 0.00431056
0.00799333, 0.00484423
0.00928409, 0.0471074
0.0156806, 0.0176797
0.12174, 0.00601427
0.00590305, 0.0380079
0.00862624, 0.0112196
0.358835, 0.0351705
0.00344077, 0.0454337
0.0234178, 0.00527826
0.164544, 0.225615
0.0118515, 0.073192
0.0613729, 0.0623041
0.0430277, 0.0168012
0.00784764, 0.0728723
0.0104642, 0.00226766
0.0114225, 0.0114225
0.00349452, 0.00349452
0.113372, 0.032583
0.0666419, 0.00654418
0.0551623, 0.0089815
0.00526291, 0.0697992
0.0802576, 0.0587098
0.0941722, 0.0909122
0.01278, 0.0473222
0.0732987, 0.0721093
0.0102025, 0.0102025
0.00514714, 7.7959e-05
0.0918524, 0.0078284
0.0060222, 0.0060222
0.039825, 0.0118843
0.00452089, 0.0221886
0.00400724, 0.0382629
0.00631172, 0.0465581
0.0495663, 0.0377581
0.0619389, 0.00448658
0.00307511, 0.014511
0.00266727, 0.0583307
0.0409802, 0.202345
0.0122755, 0.178651
0.00620539, 0.0215672
0.0051055, 0.00884027
0.00858673, 0.00858673
0.00853359, 0.0403682
0.025112, 0.0186309
0.00349978, 0.00349978
0.0278644, 0.0791264
0.00286556, 0.00286556
0.0545836, 0.0545836
0.0221682, 0.0333392
0.0594113, 0.0737886
0.00825162, 0.0320865
0.0180898, 0.033093
0.0890275, 0.114077
0.00913143, 0.0587184
0.00803325, 0.00803779
0.0036411, 0.0036411
0.273416, 0.294298
0.205778, 0.0503367
0.014769, 0.0669208
0.0076332, 0.0131691
0.00810395, 0.0145125
0.0221671, 0.0396052
0.00990879, 0.00647084
0.0445544, 0.0464819
0.00809337, 0.0158403
0.0253878, 0.0146316
0.0970479, 0.12005
0.0196018, 0.0196018
0.0028745, 0.00404164
0.013223, 0.0189012
0.0131533, 0.0128373
0.0969331, 0.0948167
0.0128589, 0.0104747
0.00361075, 0.0190821
0.0452749, 0.0452749
