#true policy loss value birl, true policy loss value diff brex
0.00524032, 0.028033
0.00430688, 0.0483782
0.00435192, 0.0258447
0.00288285, 0.00288285
0.00564677, 0.0375086
0.00578594, 0.00637379
0.00851387, 0.0411617
0.013009, 0.0460277
0.00751732, 0.0280594
0.00522458, 0.0268496
0.00852056, 0.0355979
0.00625132, 0.00625132
0.00320606, 0.00762628
0.00823879, 0.035137
0.00710015, 0.0253161
0.00312048, 0.0110392
0.00497878, 0.0451695
0.00789636, 0.0462504
0.00787277, 0.0559524
0.00559185, 0.0217402
0.00348835, 0.094982
0.00843252, 0.0747797
0.00500958, 0.0205897
0.00376994, 0.0483114
0.00431056, 0.00431056
0.0036031, 0.00799333
0.0117922, 0.0627426
0.00588978, 0.0158276
0.00528713, 0.108041
0.00590305, 0.0373756
0.00733331, 0.0163849
0.00238937, 0.0351705
0.00236777, 0.00236777
0.00527826, 0.00489823
0.00683242, 0.0872698
0.00752871, 0.0435302
0.0079123, 0.0623041
0.00332304, 0.0263126
0.00784764, 0.011006
0.00185764, 0.0137158
0.00535602, 0.0114225
0.00349452, 0.0035176
0.00765319, 0.0198169
0.0164473, 0.0719263
0.00527773, 0.0089815
0.0049762, 0.0146269
0.00761812, 0.014336
0.00527013, 0.0179034
0.0078576, 0.0565247
0.00552199, 0.00879682
0.00283632, 0.00283632
0.00490002, 0.00514714
0.0078284, 0.0078284
0.0060222, 0.0281804
0.00774868, 0.0796363
0.00447267, 0.0221886
0.00400724, 0.0382629
0.00604841, 0.00631172
0.0126909, 0.053074
0.00453312, 0.0376623
0.00399357, 0.014511
0.00682266, 0.0708052
0.00786712, 0.0409802
0.00392133, 0.0322757
0.0046168, 0.0215672
0.00513656, 0.008886
0.00847999, 0.0869658
0.0231195, 0.0231195
0.00583457, 0.0166541
0.00349978, 0.00349978
0.00629722, 0.0791264
0.00286556, 0.00584148
0.00483236, 0.0319375
0.00242932, 0.0333392
0.00483531, 0.0594113
0.00825162, 0.0115838
0.00435207, 0.033093
0.00726924, 0.0890275
0.00583077, 0.0719977
0.00645286, 0.00803779
0.0036411, 0.0293483
0.00803432, 0.039175
0.00372622, 0.286858
0.0121907, 0.014769
0.00721386, 0.0127736
0.00810395, 0.0133971
0.00710272, 0.0437077
0.00610924, 0.010493
0.0063764, 0.0445544
0.00796882, 0.00814976
0.00759102, 0.0146316
0.0093465, 0.0207365
0.00482486, 0.0219913
0.0028745, 0.0087354
0.00813307, 0.0369829
0.00525488, 0.0247445
0.00545567, 0.0518715
0.00767189, 0.0104747
0.00517862, 0.0190821
0.00762257, 0.0452749
