#true policy loss value birl, true policy loss value diff brex
0.0225318, 0.00524032
0.0246734, 0.00430688
0.00435192, 0.00435192
0.00288285, 0.00784149
0.00564677, 0.00564677
0.00637379, 0.00578594
0.00851387, 0.00920893
0.0460277, 0.00801904
0.0147605, 0.00751732
0.0139336, 0.00522458
0.0485873, 0.00470745
0.00627489, 0.00625132
0.0406944, 0.00562161
0.00823879, 0.0125923
0.0151949, 0.00710015
0.00312048, 0.00312048
0.00497878, 0.00673815
0.0100072, 0.00789636
0.00787277, 0.00787277
0.145583, 0.050551
0.00348835, 0.00348835
0.00843252, 0.00843252
0.00500958, 0.0059194
0.014576, 0.00233964
0.00431056, 0.00431056
0.00543487, 0.003906
0.00926054, 0.00684905
0.0160605, 0.00561233
0.00601427, 0.255754
0.00590305, 0.0109777
0.0196087, 0.00750345
0.124846, 0.00442137
0.00344077, 0.00236777
0.0234178, 0.00489823
0.127396, 0.00683242
0.0191714, 0.00752871
0.0512663, 0.0079123
0.0430277, 0.00332304
0.00784764, 0.00784764
0.00293365, 0.00185764
0.0114225, 0.00634255
0.00349452, 0.0035176
0.0225304, 0.00765319
0.0341005, 0.00654418
0.00527773, 0.00527773
0.0049762, 0.0049762
0.0435242, 0.00761812
0.00535756, 0.00535756
0.01278, 0.0078576
0.0219839, 0.00552199
0.00283632, 0.00283632
0.00951653, 0.00514714
0.0918524, 0.00787335
0.0060222, 0.0060222
0.0118843, 0.00774868
0.0221886, 0.00447267
0.00423897, 0.00400724
0.0206906, 0.00631172
0.0126909, 0.00452978
0.0288994, 0.00453312
0.014511, 0.00399357
0.00266727, 0.00682266
0.0409802, 0.00786712
0.00392133, 0.00392133
0.00416508, 0.00408072
0.00513656, 0.0051055
0.00858673, 0.00847999
0.00853359, 0.116962
0.0166541, 0.0170682
0.00349978, 0.00349978
0.00629722, 0.206163
0.00286556, 0.00286556
0.0152688, 0.0162053
0.0311947, 0.00242932
0.0738129, 0.00483531
0.00825162, 0.00825162
0.0180898, 0.00510099
0.0665073, 0.00726924
0.00913143, 0.00583077
0.00803325, 0.00645286
0.0036411, 0.0036411
0.00803432, 0.00803432
0.0197073, 0.352528
0.00781703, 0.00781703
0.0104762, 0.00714231
0.00810395, 0.00810395
0.0221671, 0.00154105
0.00694088, 0.00694088
0.0604389, 0.0063764
0.00809337, 0.00809337
0.0253878, 0.00752838
0.0674447, 0.0229902
0.0196018, 0.0196018
0.00404164, 0.00404164
0.013223, 0.013223
0.0131533, 0.0055977
0.00545567, 0.250853
0.00767189, 0.0140108
0.00344963, 0.0100533
0.0146701, 0.00990824
